postUrl,profileUrl,username,fullName,commentCount,likeCount,pubDate,description,location,locationId,imgUrl,postId,query,timestamp,likedByViewer,isSidecar,taggedFullName1,taggedUsername1,type,taggedFullName2,taggedUsername2,taggedFullName3,taggedUsername3,caption,instagramPostUrl,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,videoUrl,viewCount,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,ownerId
https://www.instagram.com/p/B38923spR-L/,,,,3,171,2019-10-23T07:37:52.000Z,"Wow!! @bata.india gets new arrivals every friday to ease your choice of footwear. 
Crushing over these pink kitten heels. 
It is my personal favourite. ❤
And I could style these as casual brunch dayout outfit Or elegant office wear look 💕
#ladiesfootwear #bata #footwearfashion #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/71780089_2497515697192301_7801198547662282097_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=105&_nc_ohc=121Za9SkQQIAX8D3b5g&oh=254911b33aa4f216350b3be055cbe483&oe=5EC38B35,2160873972724735883,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114033121
https://www.instagram.com/p/B386ojZB1R3/,,,,119,321,2019-10-23T07:09:42.000Z,"The festive season is around and I am in a party mood. 🤗🤗 •
•
I have found the most stunning shoes for my Outfit.💁‍♀️ •
•
Swipe LEFT 👉to checkout the beautiful Blue floral pumps  from @bata.india 
It would go perfect with this little pink dress.🤗💁‍♀️ •
•
Get New arrivals every friday at @bata.india to match with your look. For any occation,any look or any mood💁‍♀️ •
•
•
#Newyoueveryfriday #Newarrivalseveryfriday
#surprisinglybata #plixxoxbata@bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/73475399_805260239906842_3646967455162263540_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=110&_nc_ohc=4DCczyqZWY4AX9FNzVZ&oh=3c255883de4b4eea1218078959022608&oe=5F02D77A,2160859794708583543,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168454344
https://www.instagram.com/p/B386T8tHbf0/,,,,8,118,2019-10-23T07:06:53.000Z,"To go with my this eclectic look I was looking for flats. Which is comfortable, durable and from a brand that I can trust. Surprisingly I found this black casual scandals in @bata.india website.
Get new arrivals every Friday at @bata.india to match with your look.  #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/75616353_141190967231928_7343612373800999073_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=FS847zdGB34AX_gvMy9&oh=fa91c7e668f4ecb9a40333bfdac2085f&oe=5EBFAA94,2160858378780129268,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523175651
https://www.instagram.com/p/B3853oFlAxE/,,,,107,370,2019-10-23T07:03:01.000Z,"Shoes are the finishing touch on any outfit and it is important to complete a look with the perfect pair!👟 •
•
I found the perfect pair of blue casual shoes to match with my look.👟❤️ •
•
Get new arrivals every Friday at @bata.india to match with your look.

#NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india ————————————————————————————#zhirag #collaboration #influencer #influencerstyle #blogger #bloggersofinstagram #footwearfashion #paidpromotion #plixxo #plixxoinfluencer #stylebloggerindia #brandcollaboration #thecreative #bwithfb #styleinspo #portrait #portraitphotography",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/71522126_107967017296055_5119455524428866039_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=NqllrQ0XT34AX9xnq_Q&oh=df09a025698513957d6b77a417f68964&oe=5EE51F6D,2160856432496610372,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458139465
https://www.instagram.com/p/B385Vj-gWfG/,,,,1,124,2019-10-23T06:58:22.000Z,"wow this so good shoe for my outfit. This sheo brown formal sheos for man. .Get new arrivals every Friday at @bata.india to match with your look.
.Bata has many varieties of sheos of man and women . #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india#white #jeans #clothing #dressshirt #fashion #eyewear #streetfashion #shirt #footwear #denim #male #gentleman #sleeve #shoe",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/71774927_101376507936425_3667008964742408645_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=105&_nc_ohc=bpKabHOEp08AX-ooAGb&oh=ec482e9c82caa1a18f693396adbfad48&oe=5EDC5EEE,2160854091620771782,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11767445222
https://www.instagram.com/p/B384Vz6htqt/,,,,5,181,2019-10-23T06:49:40.000Z,""" Here's to chasing your dreams in the cutest pair of shoes you own. "" 👞❤️
just found out the perfect shoe for my outfit, super comfy super chic, ⚡️
get yours from the new arrivals every Friday at @bata.india to match with your outfit. .
#newyoueveryfriday #newarrivalseveryfriday #surprisinglybata #plixxoxbata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/72777563_2632199783501868_3350815916400976123_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=DEwCQZvCVsYAX9rdUw6&oh=995d63a8a3614186a865737914629ed4&oe=5EE31D8F,2160849710687378093,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460561553
https://www.instagram.com/p/B381Xl3F_3i/,,,,6,325,2019-10-23T06:23:42.000Z,"Just found a brown formal shoe for my formal outfit.These loafers go so well with my formal and  casual look.Get new arrivals every Friday at @bata.india to match with your outfit.
.
#NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/73312691_445725472722539_2631960698921115595_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=3cQixfXmUM4AX8Hpk3S&oh=e4d4c892905c549e260bd10459d3cc6d&oe=5F02BF4C,2160836638896815586,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333559182
https://www.instagram.com/p/B381NcAAe8O/,,,,,246,2019-10-23T06:22:19.000Z,Found myself the prettiest pair of shoes. Swipe to checkout @bata.india elegant black pumps that will look perfect with my look.  Get new arrivals every Friday at @bata.india to match with your look.  #newyoueveryfriday #newarrivalseveryfriday #surprisinglybata #plixxoxbata,,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/73424597_412405796344068_4528527091578853813_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=u92T-sev1QIAX-gQt0K&oh=e329899d5629b59f993661fa78ac3dd1&oe=5EC11BDD,2160835941114179342,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7218869222
https://www.instagram.com/p/B380JnaJ3jb/,,,,28,279,2019-10-23T06:13:03.000Z,"For Any Occasion, Any look, any mood – Bata has you covered with over 500 style with new style coming in every Friday. 
I just found the perfect shoe for my outfit. These black block heels go so well with my formal look Get new arrivals every Friday at @bata.india to match with your look.  #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/75308308_975310629469958_6517207553180738595_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=m-7c0LwDsIcAX-Yicka&oh=e709fe520ef19b8a8ece356fea57caa2&oe=5F0348C1,2160831280439589083,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991291786
https://www.instagram.com/p/B38xywSHVxD/,,,,61,376,2019-10-23T05:52:27.000Z,"Great shoes make great outfits... And have found this cool White North Star casual sneaker from @bata.india for my casual outfit. Sporty details and minimal design is what makes it a great buy.

Get New arrivals every Friday at @bata.india to make your good outfits even better! 
_____________________________
#newyoueveryfriday #newarrivalseveryfriday #surprisinglybata #plixxoxbata #bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/75325006_2571875532878998_912866676547582714_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=110&_nc_ohc=QZKaGY4EpYMAX-lVOFv&oh=50dd103d7f47bf71d6cf9dc7f73327ca&oe=5EC0DE66,2160820913327397955,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880973615
https://www.instagram.com/p/B38xuAABBFZ/,,,,40,213,2019-10-23T05:51:48.000Z,"Cinderella is the proof that a new pair of shoes can change your life.👸
.
.

What if I told you that you can get spoilt by choices with @bata.india with over 500 styles and a new style coming every Friday. Sounds like a Disney dream right?🦄✨
.
.
Well, for my festive outfit here, I would like to pair the same with these gorgeous pair of pump heels. Which footwear would you pair with your outfit? Check @bata.india for unlimited options 😃
.
.
#NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/72669107_2416817668638011_6493656530983920059_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=aZZbs6hJnt0AX9C8_0L&oh=cb8cced5bb5e38c6c6d53e59040e353e&oe=5EE3C5EE,2160820586606235993,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287026111
https://www.instagram.com/p/B38xnIuHM2C/,,,,5,378,2019-10-23T05:50:52.000Z,"Christian Louboutin once said, ""A woman can carry a bag, but it is the shoe that carries the woman""
I am really particular about my shoes, but I found the perfect pair of Brown Sneakers for my outfit❤️
With 500 new styles coming in every single Friday, @bata.india has something for every mood, every look and every occasion!
Swipe to see my new favorite.. I love the print and texture💯  #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/74945042_524361925008854_6771718407057531676_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=102&_nc_ohc=f0rbvWe-IvAAX_0uDYK&oh=27125a32c8ba584fd07383f05de1ef2d&oe=5EC4D4F9,2160820114933206402,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019468138
https://www.instagram.com/p/B38xFvGgLhS/,,,,12,188,2019-10-23T05:46:18.000Z,"Wow I just got the perfect style partner for my outfit!  This brown casual sandal are go so awesome with my Diwali outfit!. So go and get yours, new arrival at every Friday so get something new in your look ❤💕
.
.
.
 #NewYouEveryFriday  #NewArrivalsEveryFriday #SurprisinglyBata #PlixxoXBata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/71714363_338751246943873_686417501636533311_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=101&_nc_ohc=ZCHjdL57QHAAX-2-JgG&oh=711e501b43dacc9aeaba644b78ccde9f&oe=5EC5BF38,2160817819682388050,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2524902901
https://www.instagram.com/p/B38wzIhJ-fL/,,,,8,526,2019-10-23T05:43:46.000Z,"IT'S A MATTCCCHH.😍💯
Don't you spend more on your shoes than on your tees and jeans? With the right shoes under your foot comes great confidence! I just found a perfect match for my outfit and it's from
the very renowned brand "" Bata ""
and for any occasion, any look, any mood – Bata has over 500 style with new style coming in every Friday. 
Do shop from the Bata stores near you and from bata website, this Diwali. 👟 .
.
#newyoueveryfriday #newarrivalseveryfriday #surprisinglybata #plixxoXbata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/73420159_176374026873160_676835997980951493_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=104&_nc_ohc=b2KMew7lG24AX_4uEwD&oh=15f9616c2a2ab3e31e446ed9d295b16e&oe=5EE26489,2160816541303039947,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8162661429
https://www.instagram.com/p/B38wvPugLyV/,,,,1,220,2019-10-23T05:43:14.000Z,"Sports shoes never goes out of style.
.
.
These ( North star grey sports shoes) will definitely goes so well with your everyday look.✅
.
For any occasion, any look , any mood @bata.india has covered with over 500 style with new style coming every Friday.
.
.
.
#newyoueveryfriday #newarrivalseveryfriday #surprisinglybata #plixxoXbata @bata.india",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/71170684_147649159795416_6687969289536063073_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=100&_nc_ohc=uRxg2dB9f40AX9awzxr&oh=0a5041afacd24b22db74af9d5c3c90f9&oe=5ECC12F6,2160816274165251221,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587406841
https://www.instagram.com/p/B38sw9gFZNx/,,,,139,410,2019-10-23T05:08:31.000Z,"A good outfit is incomplete without a great pair of shoes..
When it comes to footwear, I always prefer something unique, stylish but comfortable at the same time..
So, these block heels are my go-to footwear to go with my casual, party as well as formal outfits.
Can't wait to get my hands on these block heels from @bata.india
.
.
Now, Bata is coming up with 500 new styles every Friday. Go logon to @bata.india and get the right shoes for your outfit!!
.
.
#newarrivalseveryfriday  #surprisinglybata #newyoueveryfriday #plixxoxbata 
@bata.india
.
.
#fashionblogger #fblogger #fashioninfluencer #fashionista #ootdwatch #styleblogger #styleinspo #outfitinspo #fashiongram #whatiwore #aboutalook #indianfashionblogger #bodycondress #mumbaifashionblogger  #bangaloreblogger #bangalorefashionblogger #hyderabadblogger #stylecollective #prettylittleinspo #blockheels #bloggerstyle #wearitloveit #thatgirlwithcurliehair",,,https://scontent-ort2-2.cdninstagram.com/v/t51.2885-15/e35/72440939_3374347112605252_4534732162616044816_n.jpg?_nc_ht=scontent-ort2-2.cdninstagram.com&_nc_cat=104&_nc_ohc=Jsy2dFnPTuEAX8hBaIx&oh=c2db99a3163503af6449575ec2d8f689&oe=5F02CA4E,2160798799848903537,#plixxoxbata,2020-02-16T05:12:25.186Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252199823
